0.5972,0.7656,0.2575,0.4983,0.4605,0.5,65,64,36
0.5833,0.7812,0.2547,0.4948,0.4737,0.5185,71,64,36
0.5972,0.8281,0.252,0.4983,0.5,0.5093,74,65,36
0.6111,0.8281,0.2575,0.4948,0.4868,0.4907,74,64,36
0.5972,0.8125,0.2575,0.4948,0.4868,0.5093,76,67,36
0.5833,0.8125,0.2602,0.4983,0.5,0.5463,87,76,36
0.5903,0.8281,0.2547,0.5017,0.4737,0.5093,75,77,36
0.5764,0.8125,0.252,0.5156,0.4737,0.537,75,76,36
0.5833,0.7969,0.252,0.5121,0.4737,0.5,66,73,36
0.5694,0.8438,0.2466,0.519,0.4868,0.5093,72,68,36
0.5903,0.8594,0.2412,0.5294,0.4342,0.5185,62,65,36
0.5278,0.8438,0.2276,0.5329,0.4605,0.4722,49,64,36
0.6806,0.9062,0.2493,0.5398,0.4605,0.4907,61,64,36
0.6111,0.875,0.2249,0.5502,0.4868,0.4815,42,65,36
0.5278,0.8281,0.2141,0.5571,0.4737,0.4722,32,66,36
0.5625,0.9062,0.2195,0.5467,0.4737,0.4722,46,67,36
0.5833,0.9062,0.2249,0.5433,0.4868,0.4444,46,67,36
0.5833,0.9062,0.2331,0.5433,0.4868,0.4722,58,67,36
0.5833,0.9531,0.2168,0.5467,0.4737,0.4537,45,67,36
0.5833,0.9219,0.2222,0.5536,0.4868,0.4722,49,67,36
0.6736,0.8281,0.2331,0.5536,0.5,0.5,38,67,36
0.5833,0.8438,0.2276,0.5502,0.4474,0.5093,45,68,36
0.5903,0.8438,0.2304,0.5536,0.4342,0.5185,47,68,36
0.6042,0.75,0.2304,0.5363,0.4342,0.463,22,68,36
0.6111,0.8281,0.2412,0.5294,0.4474,0.5,52,68,36
0.5764,0.875,0.2358,0.526,0.4342,0.537,64,69,36
0.6042,0.8438,0.2331,0.5225,0.4474,0.5093,50,69,36
0.5694,0.8281,0.2331,0.526,0.4737,0.4815,50,69,36
0.5694,0.8281,0.2331,0.526,0.4605,0.4537,44,69,36
0.5972,0.8438,0.2358,0.5398,0.4605,0.5278,56,69,36
0.5903,0.8438,0.2304,0.5398,0.4342,0.5093,46,69,36
0.5972,0.8281,0.2276,0.5502,0.4342,0.5,38,69,36
0.5833,0.8125,0.2331,0.5571,0.4342,0.4815,39,69,36
0.5972,0.8906,0.2412,0.5467,0.4474,0.4907,61,70,36
0.6042,0.7969,0.2358,0.5329,0.4605,0.463,38,70,36
0.5833,0.8125,0.2304,0.5156,0.4211,0.463,36,71,36
0.5903,0.8125,0.2385,0.5052,0.4605,0.5,54,71,36
0.5694,0.8906,0.2276,0.5156,0.4342,0.4815,52,71,36
0.5556,0.8906,0.2195,0.5363,0.4079,0.3796,24,70,36
0.5694,0.9844,0.2114,0.5536,0.4605,0.4722,48,70,36
0.5903,0.9375,0.2276,0.5363,0.4342,0.4722,53,68,36
0.5833,0.9219,0.2385,0.519,0.4474,0.4722,65,69,36
0.5833,0.9375,0.2304,0.4913,0.4079,0.3796,43,70,36
0.5903,0.9062,0.2358,0.4775,0.4079,0.5093,65,71,36
0.5764,0.8906,0.2331,0.4706,0.4474,0.4815,62,70,36
0.5625,0.8906,0.2304,0.474,0.4474,0.4907,62,70,36
0.6319,0.8438,0.2331,0.4602,0.4868,0.4722,50,70,36
0.5278,0.875,0.2276,0.4775,0.4474,0.5278,68,70,36
0.5347,0.8281,0.2249,0.4775,0.4605,0.4815,50,70,36
0.5833,0.8906,0.2249,0.474,0.4868,0.4722,55,70,36
0.5625,0.8594,0.2358,0.4567,0.4211,0.5,63,70,36
0.5833,0.8125,0.2385,0.4637,0.4605,0.463,52,72,36
0.5625,0.8438,0.2385,0.4637,0.4605,0.5185,69,73,36
0.5694,0.8281,0.2358,0.4533,0.4211,0.5,58,74,36
0.5903,0.7969,0.2358,0.4706,0.4605,0.4444,43,73,36
0.5833,0.7812,0.2331,0.4706,0.4605,0.4074,32,73,36
0.5417,0.8125,0.2276,0.4602,0.4605,0.4815,51,75,36
0.5486,0.8906,0.2439,0.4291,0.4605,0.5556,89,78,36
0.5417,1.0,0.2547,0.4014,0.4605,0.5185,115,83,36
0.5833,0.875,0.252,0.3875,0.4605,0.4167,75,85,36
0.5764,0.8594,0.2683,0.3772,0.4474,0.3889,84,91,36
0.625,0.8281,0.2791,0.3737,0.4737,0.3611,82,99,36
0.6181,0.7812,0.2873,0.3702,0.4474,0.4167,90,113,36
0.625,0.875,0.3089,0.3426,0.4605,0.5185,138,135,36
0.6389,0.8438,0.3388,0.3114,0.4605,0.4722,156,147,36
0.6806,0.7812,0.3577,0.2526,0.4737,0.3796,155,171,36
0.7083,0.8281,0.3821,0.2215,0.4737,0.3519,183,181,36
0.6875,0.8906,0.3686,0.218,0.4737,0.3889,183,178,36
0.6806,0.7969,0.3767,0.2284,0.4342,0.3519,176,173,36
0.6806,0.7031,0.374,0.2422,0.4868,0.3333,160,178,36
0.6944,0.7969,0.374,0.2457,0.5,0.3148,170,179,36
0.7014,0.8125,0.3848,0.2457,0.5,0.3333,184,174,36
0.6736,0.75,0.3713,0.2595,0.4737,0.4074,170,173,36
0.7014,0.7812,0.3875,0.2457,0.4868,0.3889,186,172,36
0.7222,0.6406,0.393,0.2318,0.4737,0.3704,189,171,36
0.7292,0.7344,0.4011,0.2215,0.5,0.3704,192,177,36
0.6875,0.7188,0.3984,0.2215,0.4868,0.3611,191,179,36
0.7153,0.75,0.3957,0.2284,0.4868,0.3704,189,179,36
0.7292,0.625,0.3984,0.2215,0.4868,0.3241,191,184,36
0.7014,0.6875,0.3984,0.2215,0.4737,0.3426,191,187,36
0.7222,0.7344,0.4038,0.2249,0.4868,0.3519,194,194,36
0.7153,0.7969,0.4092,0.2249,0.4737,0.3889,210,199,36
0.7222,0.6875,0.4146,0.218,0.4737,0.3426,214,202,36
0.7361,0.6719,0.4201,0.2145,0.4737,0.3704,226,205,36
0.75,0.6094,0.4228,0.2145,0.4868,0.3796,226,205,36
0.7292,0.7656,0.4146,0.2249,0.4737,0.4722,220,206,36
0.7847,0.7031,0.4146,0.218,0.4737,0.3426,214,205,36
0.7569,0.6719,0.4119,0.2145,0.4868,0.3889,211,201,36
0.7431,0.7188,0.4119,0.218,0.4474,0.3796,220,201,36
0.75,0.6875,0.4173,0.2111,0.4868,0.3796,218,202,36
0.6944,0.7188,0.4065,0.2145,0.4737,0.3796,204,203,36
0.7292,0.75,0.4092,0.2007,0.4342,0.463,228,203,36
0.7361,0.7656,0.4119,0.1938,0.4737,0.3704,210,204,36
0.75,0.7031,0.4255,0.1903,0.4737,0.3519,233,205,36
0.7431,0.7344,0.4092,0.1869,0.4737,0.3611,209,204,36
0.7639,0.6875,0.4201,0.1903,0.4868,0.3611,221,203,36
0.7639,0.6562,0.4038,0.2042,0.4605,0.3796,211,203,36
0.7708,0.625,0.4201,0.2076,0.5132,0.3426,209,201,36
0.75,0.6875,0.4038,0.2215,0.5,0.3611,192,198,36
0.8125,0.5781,0.4119,0.2249,0.4868,0.3519,207,197,36
0.7708,0.6875,0.4038,0.2457,0.5,0.3704,189,197,36
0.7292,0.6875,0.3984,0.2422,0.5,0.3333,180,197,36
0.7222,0.7188,0.3957,0.2353,0.4737,0.3889,187,201,36
0.75,0.7656,0.3984,0.2318,0.4737,0.4259,196,204,36
0.7292,0.7188,0.4092,0.218,0.4868,0.3796,203,207,36
0.7639,0.7812,0.4119,0.1972,0.5132,0.4074,209,213,36
0.7431,0.7344,0.4173,0.1869,0.4737,0.3611,220,216,36
0.7569,0.625,0.4255,0.1765,0.4868,0.4259,234,225,36
0.7292,0.7188,0.4282,0.1903,0.5,0.4537,233,233,36
0.8264,0.7031,0.4444,0.1972,0.5132,0.3889,241,231,36
0.7431,0.6562,0.4201,0.2215,0.4868,0.3981,223,224,36
0.75,0.6406,0.4065,0.2526,0.4737,0.4352,210,219,36
0.7361,0.625,0.3984,0.2699,0.5,0.4074,186,215,36
0.7569,0.5781,0.4065,0.263,0.4737,0.3333,205,214,36
0.7847,0.625,0.4119,0.2595,0.4868,0.4074,208,215,36
0.7639,0.6406,0.4201,0.2388,0.4868,0.4074,222,217,36
0.7569,0.6562,0.4173,0.218,0.4605,0.4074,230,220,36
0.7431,0.6875,0.4309,0.2145,0.4868,0.4444,240,237,36
0.8194,0.6094,0.439,0.2007,0.5263,0.3981,230,245,36
0.7986,0.6406,0.4363,0.2076,0.5,0.4167,238,247,36
0.8056,0.625,0.439,0.2111,0.5132,0.3889,235,248,36
0.7639,0.6562,0.4363,0.2145,0.5132,0.4537,236,246,36
0.7639,0.7188,0.439,0.2042,0.5,0.4167,243,243,36
0.7847,0.6562,0.439,0.2042,0.4868,0.4352,249,243,36
0.8264,0.6562,0.4526,0.1938,0.4737,0.4352,271,249,36
0.7639,0.7656,0.4472,0.2042,0.4737,0.537,271,253,36
0.8264,0.7188,0.4634,0.1972,0.5132,0.4352,268,262,36
0.7986,0.6406,0.458,0.1903,0.4605,0.4352,286,269,36
0.7847,0.6562,0.4634,0.1938,0.4868,0.4722,284,284,36
0.7708,0.625,0.477,0.1972,0.5,0.4907,299,291,36
0.7847,0.7031,0.4797,0.1903,0.4737,0.4815,312,301,36
0.8264,0.6406,0.4851,0.1834,0.5132,0.4537,300,304,36
0.7917,0.6562,0.4797,0.1834,0.4605,0.4907,318,303,36
0.7778,0.6562,0.4715,0.1972,0.4868,0.4722,295,287,36
0.7847,0.6094,0.4634,0.2007,0.5,0.463,278,280,36
0.7917,0.625,0.4661,0.1903,0.4737,0.4815,294,277,36
0.7847,0.625,0.4634,0.1903,0.4737,0.4722,290,276,36
0.8056,0.6406,0.4607,0.2042,0.4737,0.4537,284,274,36
0.8125,0.5938,0.4634,0.2076,0.4605,0.4074,291,272,36
0.8056,0.6094,0.458,0.218,0.4868,0.463,274,270,36
0.7778,0.6406,0.4499,0.2353,0.4737,0.463,269,268,36
0.7708,0.6875,0.458,0.2388,0.4868,0.4444,274,265,36
0.7847,0.7344,0.4417,0.2561,0.4737,0.5278,257,263,36
0.8125,0.6719,0.4363,0.2561,0.4868,0.463,242,261,36
0.7986,0.7031,0.4309,0.2595,0.4868,0.463,235,259,36
0.7917,0.6406,0.439,0.2491,0.4868,0.463,248,256,36
0.7639,0.7188,0.4309,0.2491,0.5,0.5185,235,254,36
0.7917,0.6719,0.4363,0.2457,0.4737,0.4815,251,250,36
0.7778,0.6719,0.4363,0.2457,0.4868,0.5278,248,248,36
0.7639,0.7188,0.4282,0.2561,0.4868,0.4815,232,248,36
0.7986,0.7188,0.4309,0.2491,0.4737,0.463,240,247,36
0.7639,0.7344,0.4201,0.2561,0.4868,0.4815,220,243,36
0.7361,0.8594,0.4092,0.2837,0.4868,0.5556,231,243,36
0.7639,0.7969,0.4146,0.2803,0.4868,0.463,217,243,36
0.7431,0.7656,0.4119,0.2837,0.4868,0.4444,211,243,36
0.7708,0.7656,0.4173,0.2734,0.5132,0.4537,215,243,36
0.8125,0.7344,0.4228,0.2699,0.5,0.4444,214,243,36
0.7708,0.7812,0.4173,0.2699,0.5132,0.463,217,242,36
0.7569,0.75,0.4173,0.2664,0.5,0.4907,219,242,36
0.7708,0.7812,0.4092,0.2699,0.4868,0.4537,208,242,36
0.8819,0.7656,0.4363,0.2664,0.5395,0.4537,221,242,36
0.7847,0.7969,0.4092,0.2664,0.4868,0.4815,211,241,36
0.7292,0.7344,0.4119,0.2526,0.5,0.4722,213,240,36
0.7847,0.7812,0.4173,0.2561,0.5,0.4907,220,239,36
0.7708,0.8281,0.4173,0.2388,0.5263,0.4537,221,240,36
0.7986,0.7812,0.4255,0.2353,0.5526,0.5463,230,242,36
0.7708,0.7969,0.4173,0.2353,0.5,0.4907,223,242,36
0.7639,0.8125,0.4146,0.2388,0.4868,0.5,223,242,36
0.7917,0.7812,0.4173,0.2491,0.5263,0.4537,215,242,36
0.7986,0.7969,0.4119,0.2561,0.5,0.4259,207,240,36
0.7778,0.7656,0.4065,0.2734,0.5,0.5278,211,238,36
0.7708,0.7812,0.3957,0.2699,0.5263,0.4537,193,238,36
0.7847,0.7344,0.4065,0.2595,0.5,0.4722,202,239,36
0.7778,0.7031,0.4065,0.2457,0.4737,0.4259,205,238,36
0.75,0.75,0.4119,0.2422,0.4868,0.463,212,237,36
0.8056,0.7812,0.4201,0.2457,0.5132,0.4815,220,239,36
0.7778,0.7812,0.4119,0.2422,0.5,0.463,212,240,36
0.8472,0.7344,0.4255,0.2422,0.5263,0.5,214,239,36
0.7639,0.7812,0.4092,0.2457,0.4868,0.5,214,238,36
0.7639,0.7812,0.4201,0.2353,0.5132,0.4907,225,238,36
0.7569,0.7812,0.4146,0.2284,0.5132,0.5093,222,239,36
0.7569,0.9062,0.4173,0.2318,0.5132,0.4907,236,238,36
0.7778,0.7656,0.4092,0.2249,0.5,0.5,212,237,36
0.7778,0.8125,0.4146,0.2284,0.4868,0.5278,225,236,36
0.7639,0.7969,0.4065,0.2318,0.4868,0.4722,211,234,36
0.7986,0.75,0.4092,0.2318,0.5132,0.5,206,231,36
0.7708,0.7656,0.4119,0.2422,0.4868,0.4907,214,227,36
0.7153,0.7969,0.4038,0.2318,0.5,0.4815,213,225,36
0.7778,0.7656,0.4065,0.2388,0.4868,0.5185,211,222,36
0.7986,0.8125,0.4065,0.2318,0.4868,0.4907,211,219,36
0.7847,0.8438,0.4146,0.2284,0.5132,0.4815,222,219,36
0.7639,0.8906,0.4092,0.2145,0.5,0.5,226,219,36
0.7847,0.8594,0.4146,0.2111,0.5263,0.537,232,221,36
0.7778,0.8281,0.4119,0.2111,0.4868,0.537,226,220,36
0.7639,0.8125,0.4201,0.2042,0.4605,0.537,235,218,36
0.7778,0.7812,0.4146,0.2042,0.4868,0.5185,222,218,36
0.7847,0.7656,0.4255,0.2215,0.4868,0.5,231,215,36
0.7778,0.7656,0.4146,0.2249,0.4605,0.4815,223,213,36
0.8264,0.7188,0.4201,0.2215,0.5132,0.5185,213,213,36
0.7639,0.7812,0.4119,0.2284,0.4737,0.537,222,213,36
0.7778,0.7969,0.4119,0.2318,0.4868,0.5,218,213,36
0.7431,0.8281,0.4146,0.2353,0.4737,0.537,232,211,36
0.75,0.8281,0.4228,0.2284,0.4868,0.5185,237,212,36
0.7847,0.7656,0.4201,0.2284,0.4868,0.4907,222,213,36
0.7917,0.7812,0.4255,0.2318,0.4868,0.5,230,212,43
0.7778,0.7812,0.4228,0.2284,0.4868,0.5185,230,211,51
0.7708,0.75,0.4201,0.2249,0.4737,0.4907,228,211,55
