0.4388,0.1425,0.0103,0.6435,0.0385,0.7288,101,36,30
0.4184,0.1375,0.0121,0.6435,0.0385,0.7242,103,36,30
0.398,0.135,0.0138,0.6409,0.0353,0.7197,105,35,30
0.4286,0.1375,0.0155,0.6426,0.0353,0.7197,101,36,30
0.4082,0.13,0.0103,0.6409,0.0385,0.7197,105,36,30
0.4082,0.1375,0.0121,0.6435,0.0401,0.7091,112,35,30
0.4184,0.1475,0.0103,0.646,0.0369,0.7197,106,35,30
0.3878,0.1425,0.0103,0.6451,0.0369,0.7121,112,35,30
0.3878,0.1375,0.0103,0.6376,0.0385,0.7167,112,35,30
0.3469,0.1375,0.0017,0.6359,0.0385,0.7076,122,35,30
0.3776,0.13,0.0103,0.6317,0.0353,0.7061,114,35,30
0.3571,0.1325,0.0086,0.6334,0.0433,0.6879,132,35,30
0.3776,0.1475,0.0103,0.6384,0.0401,0.7242,116,35,30
0.398,0.135,0.0103,0.6334,0.0385,0.7076,115,34,30
0.3776,0.1425,0.0103,0.6359,0.0385,0.7091,119,34,30
0.4082,0.1325,0.0103,0.6342,0.0369,0.7015,113,33,30
0.398,0.1375,0.0052,0.6334,0.0353,0.6939,118,34,30
0.3776,0.1425,0.0086,0.6393,0.0385,0.7061,119,35,30
0.3469,0.15,0.0052,0.6401,0.0369,0.7121,122,35,30
0.3776,0.14,0.0121,0.6393,0.0369,0.6985,120,35,30
0.3673,0.1425,0.0086,0.6409,0.0353,0.6955,121,35,30
0.4184,0.1425,0.0103,0.6393,0.0369,0.697,115,35,30
0.398,0.1475,0.0103,0.6401,0.0353,0.7015,116,35,30
0.4286,0.145,0.0121,0.6401,0.0369,0.697,114,34,30
0.3878,0.155,0.0103,0.6401,0.0369,0.6939,125,33,30
0.4082,0.1475,0.0121,0.6426,0.0353,0.6985,115,33,30
0.3878,0.145,0.0121,0.6401,0.0321,0.6909,118,33,30
0.4082,0.14,0.0103,0.6401,0.0321,0.6955,112,32,30
0.4082,0.1425,0.0121,0.6342,0.0289,0.6924,112,31,30
0.3776,0.1475,0.0086,0.6317,0.0305,0.6879,122,31,30
0.3776,0.14,0.0086,0.6284,0.0321,0.6864,123,31,30
0.3878,0.135,0.0103,0.6292,0.0321,0.6833,121,32,30
0.3469,0.155,0.0069,0.6351,0.0305,0.7015,123,32,30
0.398,0.1425,0.0103,0.6309,0.0353,0.6848,124,31,30
0.4184,0.1375,0.0121,0.6326,0.0337,0.6697,123,31,30
0.3571,0.1375,0.0121,0.6326,0.0321,0.6773,127,31,30
0.3571,0.1325,0.0121,0.6292,0.0305,0.6727,127,31,30
0.3776,0.14,0.0103,0.6233,0.0321,0.6818,126,31,30
0.3673,0.135,0.0138,0.6225,0.0321,0.6727,129,31,30
0.3469,0.1325,0.0121,0.6233,0.0321,0.6742,131,31,30
0.3571,0.1375,0.0103,0.6208,0.0337,0.6758,132,30,30
0.3469,0.14,0.0138,0.6216,0.0321,0.6712,135,30,30
0.3776,0.1375,0.0121,0.6242,0.0321,0.6712,129,30,30
0.3469,0.14,0.0121,0.6292,0.0337,0.6727,134,29,30
0.3673,0.1375,0.0121,0.6284,0.0305,0.6712,128,29,30
0.4082,0.1425,0.0069,0.6342,0.0337,0.6788,122,27,30
0.398,0.1325,0.0103,0.6359,0.0337,0.6758,121,25,30
0.3469,0.145,0.0086,0.6367,0.0337,0.6742,133,24,30
0.3776,0.1425,0.0121,0.6326,0.0337,0.6742,129,23,30
0.3776,0.1275,0.0121,0.6267,0.0337,0.6636,129,22,30
0.3571,0.14,0.0086,0.6242,0.0385,0.6682,140,22,30
0.3776,0.13,0.0138,0.6242,0.0369,0.6636,134,22,30
0.3673,0.1275,0.0069,0.6242,0.0385,0.6652,135,22,30
0.3673,0.125,0.0121,0.6225,0.0321,0.6545,133,22,30
0.3163,0.1375,0.0103,0.6233,0.0321,0.6576,143,22,30
0.3571,0.1375,0.0103,0.6225,0.0321,0.6606,136,22,30
0.3469,0.1375,0.0086,0.62,0.0353,0.6621,141,22,30
0.3673,0.135,0.0069,0.62,0.0337,0.6652,134,23,30
0.3776,0.1375,0.0121,0.62,0.0289,0.6636,130,23,30
0.3265,0.135,0.0052,0.6191,0.0337,0.6636,141,23,30
0.3265,0.1475,0.0103,0.6242,0.0337,0.6727,140,22,30
0.3367,0.14,0.0103,0.6216,0.0369,0.653,148,22,30
0.3571,0.14,0.0103,0.6174,0.0353,0.6485,146,22,30
0.3265,0.1325,0.0103,0.6149,0.0321,0.6576,142,22,30
0.3469,0.15,0.0121,0.6166,0.0337,0.6561,147,22,30
0.3469,0.13,0.0103,0.6158,0.0305,0.6485,140,22,30
0.3571,0.1425,0.0155,0.6141,0.0273,0.6561,137,22,30
0.3367,0.15,0.0121,0.6158,0.0305,0.6758,138,22,30
0.3367,0.15,0.0121,0.6149,0.0305,0.6591,145,22,30
0.3265,0.145,0.0086,0.6116,0.0321,0.65,150,21,30
0.3265,0.1475,0.0086,0.6099,0.0385,0.65,157,21,30
0.3265,0.14,0.0069,0.6091,0.0369,0.6424,157,20,30
0.3265,0.135,0.0069,0.6065,0.0353,0.6424,154,20,30
0.3367,0.14,0.0276,0.6057,0.0369,0.6409,156,19,30
0.3367,0.1425,0.031,0.6091,0.0353,0.6394,155,18,30
0.3265,0.1425,0.2724,0.6065,0.0369,0.6273,161,18,30
0.3061,0.145,0.4621,0.6015,0.0337,0.6303,159,18,30
0.3367,0.1375,0.4672,0.6023,0.0337,0.6273,154,17,30
0.3469,0.14,0.4517,0.6032,0.0337,0.6485,145,17,30
0.3571,0.1375,0.4069,0.6015,0.0337,0.6455,145,17,30
0.3163,0.1425,0.4207,0.604,0.0353,0.6576,148,18,30
0.3163,0.145,0.3207,0.6049,0.0353,0.647,154,18,30
0.3673,0.14,0.3241,0.604,0.0337,0.647,143,18,30
0.3367,0.15,0.4138,0.6032,0.0353,0.6439,153,18,30
0.2959,0.135,0.4828,0.6023,0.0353,0.6439,153,18,30
0.3265,0.145,0.6345,0.604,0.0385,0.6273,162,18,30
0.3673,0.135,0.6983,0.604,0.0385,0.6182,160,19,30
0.3367,0.135,0.719,0.604,0.0385,0.6076,167,19,30
0.3367,0.1375,0.7638,0.604,0.0369,0.6045,168,19,30
0.3367,0.14,0.7552,0.6049,0.0385,0.603,170,19,30
0.3367,0.1475,0.7724,0.6032,0.0385,0.6106,170,19,30
0.3367,0.1575,0.7397,0.6074,0.0353,0.6303,160,19,30
